,dataset,metric,mean,std,cv
182,tce_zhao_subsampled,clsCoef,0.9604299999999998,0.017702686236839876,0.018432042144497653
183,toxic_subsampled,t1,0.83265,0.004072775466435638,0.004891341459719736
184,toxic_subsampled,density,1.0,0.0,0.0
185,toxic_subsampled,clsCoef,0.8663899999999998,0.004808107735897776,0.005549588217659226
186,tumor_t_cell_antigens_subsampled,t1,0.9482399999999999,0.012406546658921625,0.01308376218986926
187,tumor_t_cell_antigens_subsampled,density,0.98574,0.006054122562353694,0.006141703250708802
188,tumor_t_cell_antigens_subsampled,clsCoef,0.8137800000000002,0.05809330081859697,0.07138698520312241
189,umami_subsampled,t1,0.7718200000000002,0.023311104649930275,0.030202773509277126
190,umami_subsampled,density,0.7040700000000001,0.04996643973708752,0.07096799996745709
191,umami_subsampled,clsCoef,0.16297999999999999,0.046024554316147374,0.28239387848906233
